id,Business Unit,Job Family,Job Title,description,cost,Status,is_deleted,created_date,modified_date
190,MOTUS,Human Capital,Director: Human Resources,"To formulate and position multiple human resource value chains, service delivery operating models and frameworks in a broadly defined organisational strategy in order to position and enable horizontal alignment, implementation and adoption.",4200,,,,
191,MOTUS,Human Capital,Director: Human Resources (Car Rental),"To formulate and position multiple human resource value chains, service delivery operating models and frameworks in a broadly defined organisational strategy in order to position and enable horizontal alignment, implementation and adoption. Promotes and implements human resource values by planning and managing human resources programs and directing staff.",4200,,,,
192,MOTUS,"Legal, Risk and Compliance",Director: Legal,"Provide complex advice and support in the positioning of legal operating models and frameworks in a broadly defined group functional strategy; enabling operating model, strategy and value chain formulation and alignment.",4200,,,,
193,MOTUS,"Legal, Risk and Compliance",Director: Legal,Provide complex advice and support in the positioning of legal operating models and frameworks in a broadly defined group functional strategy. Provide legal expertise and in-depth sector knowledge to deliver the highest quality legal services to the organisation.,4200,,,,
194,MOTUS,Marketing and Communications,Director: Marketing,"To formulate and position multiple marketing and communications value chains, business unit operating models and frameworks in a broadly defined organisational strategy in order to position and enable horizontal alignment, implementation and adoption.",4200,,,,
195,MOTUS,Marketing and Communications,Director: Marketing,"To formulate and position multiple marketing and communications resources and functions, business unit operating models and frameworks in a broadly defined organisational strategy in order to position and enable horizontal alignment, implementation and adoption.",4200,,,,
196,MOTUS,Marketing and Communications,Director: Marketing Importer/Distribution,"To formulate and position multiple marketing and communications resources and functions, business unit operating models and frameworks in a broadly defined organisational strategy in order to position and enable horizontal alignment, implementation and adoption.",4200,,,,
197,MOTUS,Operations,Director: NAPA,"Formulate and position a NAPA value chain in broadly defined organisational strategy and / or multiple value chains, and influence horizontal adaptation.",4200,,,,
198,MOTUS,Sales,Director: National Sales,"To formulate and position the sales value chain, operating model and framework in broadly defined organisational strategy in order to position and enable horizontal alignment, implementation and adoption.",4200,,,,
199,MOTUS,Operations,Director: Operations (Car Rental),"To develop and execute an operations strategy to achieve high levels of customer service, operational efficiencies and financial performance in order to contribute to the realisation of the organisation’s strategic objectives by providing vision and leadership for developing and implementing initiatives that align with the strategy of the division.",4200,,,,
200,MOTUS,Parts,Director: Parts,"To formulate and position the parts operating model and framework in a broadly defined organisational parts strategy in order to position and enable horizontal alignment, implementation and adoption. Establish and agree with dealership management the objectives that cover the Parts Department's operating policies and standards to achieve both high levels of customer satisfaction and retention, and profitability.",4200,,,,
201,MOTUS,Parts,Director: Parts Importer/Distribution,"To oversee and manage the importation and distribution of spare parts and related accessories to the various stakeholders within the value chain, timeously and accurately. Formulate and position the parts resources and functions, business unit operating models and frameworks in a broadly defined organisational strategy in order to ensure alignment, implementation and adoption for maximum production, profitability and long-term growth.",4200,,,,
202,MOTUS,Procurement,Director: Procurement (AAAS),"Formulate and position a procurement value chain in broadly defined organisational strategy and / or multiple value chains, and influence horizontal adaptation.",4200,,,,
203,MOTUS,Procurement,Director: Procurement (Alert),"Formulate and position a procurement value chain in broadly defined organisational strategy and / or multiple value chains, and influence horizontal adaptation.",4200,,,,
204,MOTUS,Operations,Director: Regional,"To develop a franchise operating model and strategy in order to drive the overall quality, operations, performance and optimisation of the franchise in order to contribute to the realisation of the multi value chain's. vision. Provide vision and leadership for developing and implementing franchising initiatives that align with the strategy of the division.",4200,,,,
205,MOTUS,Sales,Director: Retail,"To formulate and position the retail value chain, operating model and framework in broadly defined organisational strategy in order to position and enable horizontal alignment, implementation and adoption.",4200,,,,
206,MOTUS,Sales,Director: Sales,To develop a sales operating model and strategy in order to drive vehicle sales volume. Provide vision and leadership for developing and implementing sales initiatives thatalign with the overall business/brand strategy.,4200,,,,
207,MOTUS,Sales,Director: Sales,"To develop a sales operating model and strategy in order to drive the overall optimisation of the functional value chain, enabling horizontal alignment, implementation & adoption; contributing to the realisation of the multi value chain's. vision. Provide vision and leadership for developing and implementing sales initiatives that align with the strategy of the division.",4200,,,,
208,MOTUS,Sales,Director: Sales and Operations,To develop a sales and operations operating model and strategy in order to drive vehicle sales volume. Provide vision and leadership for developing and implementing sales initiatives that align with the overall business/brand strategy.,4200,,,,
209,MOTUS,"Repairs, Servicing and Support Services",Director: Service,"To formulate and position the Services resources and business unit operating models and frameworks in a broadly defined organisational strategy in order to ensure the efficient and profitable operation of the department. Establish and agree with dealership management the objectives that cover the Service Department's operating policies and standards to achieve both high levels of customer satisfaction and retention, and profitability.",4200,,,,
210,MOTUS,"Repairs, Servicing and Support Services",Director: Service Importer/Distributor,"To ensure that all Aftersales/Service standards initiated by the OEM/Importer are implemented within the service environment in the dealer network. Establish and agree with dealership management the objectives that cover the Service Department's operating policies and standards to achieve both high levels of customer satisfaction, retention and profitability.",4200,,,,
211,MOTUS,Operations,Director: Special Projects (Car Rental),"To develop an operating model and strategy in order to drive the overall quality, operations, performance and optimisation functions within area of accountability in order to contribute to the realisation of the organisational vision and strategic objectives. Provide vision and leadership for developing and implementing initiatives that align with the strategy of the division.",4200,,,,
212,MOTUS,Operations,Director:Operations (Alert),"To develop and execute an operations strategy to achieve high levels of customer service, operational efficiencies and financial performance in order to contribute to the realisation of the organisation’s strategic objectives by providing vision and leadership for developing and implementing initiatives that align with the strategy of the division.",4200,,,,
213,MOTUS,Administration,Dispatcher,To deliver dispatching work accurately and timely through the execution of predefined work objectives as per agreed standard operating procedures to maximize fleet and chauffeur usage.,2500,,,,
214,MOTUS,Finance,Divisional Director: Finance,"To formulate a financial operating model and strategy in order to drive the overall optimisation of the divisional financial function. Provide vision and leadership for developing and implementing financial initiatives that align with the strategy of the organisation and ensure sound and sustainable financial position of the Vehicle Retail, Rental and Aftermarket Parts division of Imperial Holdings Limited.",5500,,,,
215,MOTUS,Finance,Divisional Director: Group Internal Audit,"To formulate a group internal audit operating model and strategy in order to drive the overall optimisation of internal audit function. Provide vision and leadership for developing and implementing auditing initiatives that align with the strategy of the organisation and ensure sound and sustainable financial position of the Vehicle Retail, Rental and Aftermarket Parts division of Imperial Holdings Limited.",5500,,,,
216,MOTUS,Finance,Divisional Director: Group Tax,"To formulate a group tax operating model and strategy in order to drive the overall optimisation of financial function. Provide vision and leadership for developing and implementing tax saving initiatives that align with the strategy of the organisation and ensure sound and sustainable financial position of the Vehicle Retail, Rental and Aftermarket Parts division of Imperial Holdings Limited.",5500,,,,
217,MOTUS,Human Capital,Divisional Director: Talent Management,"To formulate the organisational talent management strategy , in alignment with the overall organisational business model and strategy; contributing to divisional strategy formulation and enabling organisation wide adoption.",5500,,,,
218,MOTUS,"Legal, Risk and Compliance",Divisional Manager: Risk and Sustainability,"To formulate and align the functional strategy, operating model and organisational framework for risk and sustainability management (a single value chain element) that will maximise return on investment, optimise, integrate and enable the full value chain to deliver on the organisational strategy.",4200,,,,
219,MOTUS,"Repairs, Servicing and Support Services",Driver: Light Duty,To provide an effective transport and /or delivery service as per agreed standard operating procedures and legislative requirements.,2500,,,,
220,MOTUS,Parts,Driver: Parts Delivery,To provide an effective delivery and collection of parts service as per agreed standard operating procedures. and legislative requirements,2500,,,,
221,MOTUS,"Repairs, Servicing and Support Services",Driver: Forklift,To provide an effective moving of goods/parts service as per agreed standard operating procedures and legislative requirements.,2500,,,,
222,MOTUS,"Repairs, Servicing and Support Services",Driver: Heavy Duty,To provide an effective heavy vehicle transport and /or delivery service as per agreed standard operating procedures and legislative requirements.,2500,,,,
223,MOTUS,"Repairs, Servicing and Support Services",Driver: Light Duty,To provide an effective transport and /or delivery service as per agreed standard operating procedures and legislative requirements.,2500,,,,
224,MOTUS,"Repairs, Servicing and Support Services",Estimator,"To provide estimation services to customers during the complete vehicle service process through communication, by providing feedback and after service follow ups and adhering to all administration requirements.",2500,,,,
225,MOTUS,"Repairs, Servicing and Support Services",Estimator:Vehicle Services,To provide estimator services to customers at the onset of the vehicle repair process in order to support the productivity and profitability of the business.,2500,,,,
226,MOTUS,Sales,Example Sales Executive,To deliver sales in order to process sales of new vehicle transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
227,MOTUS,Operations,Executive Assistant,"To provide personal assistance to key executives to enhance the executives' effectiveness in discharging their key responsibilities, through the execution of predefined work objectives as per agreed standard operating procedures to ensure excellent customer relations.",2500,,,,
228,MOTUS,Operations,Executive: Shared Services (Car Rental),"To develop an operating model and strategy in order to drive the overall quality, operations, performance and optimisation of support services in order to contribute to the realisation of the multi value-chain's vision. Provide vision and leadership for developing and implementing initiatives that align with the strategy of the division.",4200,,,,
229,MOTUS,Operations,Executive:Fleet (Car Rental),"Formulate and position a single value chain in broadly defined organisational strategy and / or multiple value chains, and Influence horizontal adaptation.",4200,,,,
230,MOTUS,Insurance and related financial services,Finance and Insurance Executive,"To provide finance and insurance advice and support to increase operational quality and turn around time, through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
231,MOTUS,Insurance and related financial services,Finance and Insurance Executive,"Purpose To provide sales finance and insurance advice and support to increase operational quality and turn around time, through the execution of predefined work objectives as per agreed standard operating procedures in order to achieve set targets.",2500,,,,
232,MOTUS,"Repairs, Servicing and Support Services",Fitter,Perform activities by installing approved accessories accurately as per agreed OEM standard operating procedures and requirements.,2500,,,,
233,MOTUS,"Repairs, Servicing and Support Services",Flatter,"To deliver flatter services and support in order to process repairs, activities accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
234,MOTUS,Operations,Foreman,"To coordinate, plan and deliver daily team tasks through the execution of standard operating procedures in the context of quality and service standards and agreed daily and weekly operating targets.",2500,,,,
235,MOTUS,"Repairs, Servicing and Support Services",Foreman (Hyundai),"To coordinate, plan and deliver daily team tasks in the Repairs, Servicing and Support Services function,as per agreed standard operating procedures.",2500,,,,
236,MOTUS,"Repairs, Servicing and Support Services",Foreman (MF),"To coordinate, plan and deliver daily team tasks in the Repairs, Servicing and Support Services function,as per agreed standard operating procedures.",2500,,,,
237,MOTUS,"Repairs, Servicing and Support Services",Foreman: Service Team Leader,"To coordinate, plan and delier daily team tasks in the Repairs, Servicing and Support Services function, through the execution of pre-defined objectives as per agreed standard operating procedures.",2500,,,,
238,MOTUS,"Repairs, Servicing and Support Services",Foreman: Service Team Leader,"To coordinate, plan and deliver daily team tasks in the Repairs, Servicing and Support Services function,as per agreed standard operating procedures.",2500,,,,
239,MOTUS,"Repairs, Servicing and Support Services",Foreman: Workshop,"To coordinate, plan and deliver daily team tasks in the workshop for repairs, servicing and supporting services function in line with expected quality standards and housekeeping as per agreed standard operating procedures.",2500,,,,
240,MOTUS,"Repairs, Servicing and Support Services",Foreman: Panelbeating,"To coordinate, plan and deliver daily team tasks in the workshop for repairs, servicing and supporting services function,as per agreed standard operating procedures.",2500,,,,
241,MOTUS,Operations,Fuel Attendant,To deliver fuel attending transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
242,MOTUS,Workplace and Facilities,Gate Controller,"To deliver daily access control tasks to the business unit, in order to execute tasks and activities as per agreed standard operating procedures.",2500,,,,
243,MOTUS,"Repairs, Servicing and Support Services",General Assistant: Body Shop,"To deliver daily general assistance tasks to the service repair shop, in order to execute tasks and activities as per agreed standard operating procedures.",2500,,,,
244,MOTUS,Workplace and Facilities,General Assistant: Facilities,"To deliver daily general assistance tasks to the business unit, in order to execute tasks and activities as per agreed standard operating procedures.",2500,,,,
245,MOTUS,Workplace and Facilities,General Assistant: Maintenance,"To deliver daily general assistance tasks to the maintenance unit, in order to execute tasks and activities as per agreed standard operating procedures.",2500,,,,
246,MOTUS,Workplace and Facilities,General Assistant: Operations,"To deliver daily general assistance to the operational unit, in order to execute tasks and activities as per agreed standard operating procedures.",2500,,,,
247,MOTUS,Workplace and Facilities,General Assistant: Operations,"To effectively deliver daily general assistance duties to the operational unit, in order to execute tasks and activities as per agreed standard operating procedures.",2500,,,,
248,MOTUS,"Repairs, Servicing and Support Services","General Assistant: Repairs, Servicing and Support Services","To deliver general assistant support in order to process repairs, servicing and support transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
249,MOTUS,Operations,General Manager: Operations,"Formulate and position a single value chain in broadly defined organisational strategy and / or multiple value chains, and influence horizontal adaptation.",4200,,,,
250,MOTUS,"Repairs, Servicing and Support Services",General Worker,"To deliver daily general assistance work to the unit, in order to execute tasks and activities as per agreed standard operating procedures.",2500,,,,
251,MOTUS,"Repairs, Servicing and Support Services",General Worker: Pre-Delivery Inspection Quality Centre Inspection,"To deliver daily general assistance to the unit, in order to execute tasks and activities as per agreed standard operating procedures.",2500,,,,
252,MOTUS,"Repairs, Servicing and Support Services",General Worker: Service Repair Shop,"To deliver daily mechanical assistance to the workshop, in order to execute tasks and activities as per agreed standard operating procedures.",2500,,,,
253,MOTUS,Human Capital,HR Business Partner,"To formulate and align the human resources functional strategy, operating model and organisational framework for a single value chain element that will maximise return on investment, optimise, integrate and enable the full value chain to deliver on the Organisational Strategy.",4200,,,,
254,MOTUS,Quality Management,Inspector: Quality Control,"Monitor, report, on technical work performed and implement remedial against set standard operating procedures.",2500,,,,
255,MOTUS,Insurance and related financial services,Junior Finance and Insurance Executive,"To provide finance and insurance advice under supervision and support to increase operational quality and turn around time, through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
256,MOTUS,Sales,Leads Coordinator,To manage and maintain various online portals from leads and ensure that they are generated in order to achieve leads targets accurately and timely as per agreed standard operating procedures.,2500,,,,
257,MOTUS,Operations,Learner,Participate in learning programme/s in order to maximise individual and organisational development benefit/s through the execution of predefined training objectives.,2500,,,,
258,MOTUS,Sales,Level 2s,"Provide expertise and advice to support the development of operational implementation plans and associated service delivery processes, methods and techniques.",2500,,,,
259,MOTUS,Administration,Lize Profile,Test profile to see process flow,2500,,,,
260,MOTUS,Parts,Machine Operator: Parts Warehouse,"To pick, pack and deliver parts daily to relevant areas utilising warehouse machinery, in compliance with agreed standard operating procedures.",2500,,,,
261,MOTUS,Warehouse,Manager : Warehouse - Section Head (Alert),"To plan, manage and monitor, defined operations and activities in order to ensure defined operations are functioning at acceptable standards.",2500,,,,
262,MOTUS,Administration,Manager: Administration,"To plan, manage and monitor the implementation of all administrative functions for the dealership, activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery,",2500,,,,
263,MOTUS,Administration,Manager: Administration,"To plan, manage and monitor the implementation of all administrative functions and processes for the dealership, in order to deliver on approved operational administrative plans and to continuously enhance service delivery,",2500,,,,
264,MOTUS,"Repairs, Servicing and Support Services",Manager: Aftersales (Hyundai),"To plan, manage and monitor the implementation of all vehicle servicing and parts activities and processes in order to continuously enhance service delivery and maximise profits.",2500,,,,
265,MOTUS,"Repairs, Servicing and Support Services",Manager: Aftersales (Hyundai) Regional,"To plan, manage and monitor the implementation of all vehicle servicing and parts activities and processes in order to continuously enhance service delivery and maximise profits.",2500,,,,
266,MOTUS,"Repairs, Servicing and Support Services",Manager: Aftersales Importer,"To plan, manage and monitor the implementation of all vehicle servicing activities and processes in order to continuously enhance service delivery and maximise profits.",2500,,,,
267,MOTUS,Operations,Manager: Branch,"To plan, manage and monitor the implementation of all branch related security, reception, customer queries and other applicable activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery for the dealership.",2500,,,,
268,MOTUS,Operations,Manager: Branch,"To plan, manage and monitor the implementation of security, reception, customer queries and all other applicable activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery for the dealership.",2500,,,,
269,MOTUS,Customer Service,Manager: Client Liaison,"To plan, manage and monitor the customer relationship management function, activities and processes for the dealership, in order to deliver on approved operational customer relations plans and to continuously enhance service delivery.",2500,,,,
270,MOTUS,Finance,Manager: Finance,"To plan, manage and monitor the implementation of all financial management practices, activities and processes in order to deliver on approved operational financial plans and to continuously enhance service delivery. Provide direction, review and report up the line.",2500,,,,
271,MOTUS,Finance,Manager: Finance,"To plan, manage and monitor the implementation of financial practices, activities and processes in order todeliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
272,MOTUS,Finance,Manager: Group Finance,"To formulate and position the functional multiple value chains, financial operating models and frameworks in a broadly defined organisational strategy in order to position and enable horizontal alignment, implementation and adoption to ensure compliance with financial practices.",4200,,,,
273,MOTUS,Information Technology,Manager: IT,"To plan, manage and monitor the implementation of information technology activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
274,MOTUS,Marketing and Communications,Manager: Marketing,"To plan, manage and monitor the implementation of marketing management activities and processes in order to deliver on approved marketing operational plans and to continuously enhance service delivery.",2500,,,,
275,MOTUS,Marketing and Communications,Manager: Marketing,"To plan, manage and monitor the implementation of all marketing management activities and processes in order to deliver on approved marketing operational plans and to continuously enhance service delivery.",2500,,,,
276,MOTUS,Marketing and Communications,Manager: Marketing and Public Relations,"To plan, manage and monitor the implementation of all marketing and public relations management activities and processes in order to deliver on approved marketing and public relations operational plans and to continuously enhance service delivery.",2500,,,,
277,MOTUS,Customer Service,Manager: National Customer Experience Training (Importer),"Provide expertise, advice and support to develop customer’s experiences consistently across the dealer network offering a WOW experience, in order to continuously enhance and exceed customer service expectations. Create and maintain a favourable experience for customer’s interaction at dealers thereby enhancing the business image and performance.",2500,,,,
278,MOTUS,Sales,Manager: New Vehicle Sales,"To plan, manage and monitor the implementation of new vehicle sales activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
279,MOTUS,Parts,Manager: Parts,"To plan, manage and monitor the implementation of parts sales activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery to maximise profit and management objectives",2500,,,,
280,MOTUS,Parts,Manager: Parts,"To plan, manage and monitor the implementation of all sales activities and processes related to parts, in order to maximise sales, and maintain agreed profit margins and return on investment. To ensure the management of stock levels are in line with company policy.",2500,,,,
281,MOTUS,Warehouse,Manager: Parts Warehouse,"To plan, manage and monitor the implementation of all activities and processes in the parts warehouse, in order to continuously enhance service delivery to maximise profit.",2500,,,,
282,MOTUS,Warehouse,Manager: Parts Warehouse,"To plan, manage and monitor the implementation of all activities and processes in the parts warehouse, in order to deliver on approved operational plans and to continuously enhance service delivery to maximise profit and warehouse objectives",2500,,,,
283,MOTUS,"Legal, Risk and Compliance",Manager: Risk and Compliance (Car Rental),"To plan, manage and monitor the implementation of all risk and compliance management processes in order to deliver on approved operational risk management plans and interventions, in order to continuously enhance service delivery and to mitigate potential risks.",2500,,,,
284,MOTUS,"Legal, Risk and Compliance",Manager: Risk Management,"To plan, manage and monitor the implementation of risk management activities and processes in order to deliver on approved operational risk plans and to continuously enhance service delivery to minimize and control the probability of unforeseen events",2500,,,,
285,MOTUS,"Legal, Risk and Compliance",Manager: Risk Management,"To plan, manage and monitor the implementation of all risk management processes in order to deliver on approved operational risk management plans and interventions, in order to continuously enhance service delivery and to control the probability of unforeseen events.",2500,,,,
286,MOTUS,"Repairs, Servicing and Support Services",Manager: Service,"To plan, manage and monitor the implementation of vehicle servicing activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
287,MOTUS,"Repairs, Servicing and Support Services",Manager: Service (Importer),"To plan, manage and monitor the implementation of all vehicle servicing and workshop activities and processes in order to continuously enhance service delivery and maximise profits.",2500,,,,
288,MOTUS,Administration,Manager: Service Administration,"To plan, manage and monitor the implementation of all service administrative activities and processes in order to deliver on approved operational service administrative plans and to continuously enhance service delivery.",2500,,,,
289,MOTUS,Administration,Manager: Service Administration,"To plan, manage and monitor the implementation of all administrative activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
290,MOTUS,Operations,Manager: Support and Operations,"To plan, manage and monitor the implementation of all support and operations activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery for the dealership.",2500,,,,
291,MOTUS,Operations,Manager: Support and Operations,"To plan, manage and monitor the implementation of all support and operations activities and processes in order to deliver on approved operational and support plans and to continuously enhance service delivery for the dealership.",2500,,,,
292,MOTUS,"Repairs, Servicing and Support Services",Manager: Technical Compliance,"To plan, manage and monitor technical assistance and compliance standards to entire dealer network as per approved work objectives and policies in order to deliver on operational plans. Investigate, analyse and report on vehicle defects and escalate to OEM to continuously enhance service delivery.",2500,,,,
293,MOTUS,Human Capital,Manager: Training,"To plan, manage and monitor the implementation of all training activities and processes in order to deliver on approved operational training plans and to continuously enhance service delivery for the dealership.",2500,,,,
294,MOTUS,"Repairs, Servicing and Support Services",Manager: Training,"To plan, manage and monitor the implementation of training activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery for the dealership.",2500,,,,
295,MOTUS,"Repairs, Servicing and Support Services",Manager: Workshop,"To plan, manage and monitor the implementation of all service workshop activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
296,MOTUS,Finance,Manager: Accounts Gage (Car Rental)),"To plan, manage and monitor the implementation of all credit and debtors management practices to ensure maximum recovery on sales generated revenue within the organisation as contractually agreed with the customer and minimise all associated risks.",2500,,,,
297,MOTUS,Finance,Manager: Accounts Payable (Car Rental),"To plan, manage and monitor the implementation of all accounts payable management practices, activities and processes in order to deliver on approved operational financial plans and to continuously enhance service delivery. Provide direction, review and report up the line.",2500,,,,
298,MOTUS,Customer Service,Manager: Aftersales (Emerging Brands),"To plan, manage and monitor the implementation of all vehicle servicing activities and processes including new vehicle homologation in order to continuously enhance service delivery, maximise profits and ensure compliance.",2500,,,,
299,MOTUS,"Repairs, Servicing and Support Services",Manager: Approved Repair Centre,"To plan, manage and monitor the implementation of an organised and profitable approved repair centre for the dealership, activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery,",2500,,,,
300,MOTUS,"Repairs, Servicing and Support Services",Manager: Approved Repair Centre,"To manage an organised and profitable approved repair centre. Delivering high quality service and is focused on customer satisfaction. Responsible for mentoring and leading all repair centre staff.y,",2500,,,,
301,MOTUS,Operations,Manager: Branch - Auto Pedigree,"To manage and monitor the implementation of all sales, marketing and promotions, finance and insurance functions, branch related security, customer queries, maintenance and cleaning activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery for the branch and or dealership.",2500,,,,
302,MOTUS,"Repairs, Servicing and Support Services",Manager: Branch - Panelshops,"To plan, structure resources and manage an repair centre, in accordance with approved standards, to achieve maximum efficiency. Delivering high quality repairs in accordance to OEM standards and managing the customer experience for continued customer satisfaction.",2500,,,,
303,MOTUS,Operations,Manager: Branch (Car Rental),"To plan, manage and monitor the implementation of all branch related activities and processes in order to achieve goals, targets and operational excellence through compliance and customer service delivery.",2500,,,,
304,MOTUS,Sales,Manager: Business Development,"To plan, manage and monitor business development activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery,",2500,,,,
305,MOTUS,Sales,Manager: Business Development (MF),"To plan, manage and monitor sales activities and processes for the dealership in order to deliver on approved operational plans and to continuously enhance service delivery,",2500,,,,
306,MOTUS,Customer Service,Manager: Call Centre,"To ensure efficient and effective customer service by planning, managing and monitoring the implementation of call center operational activities and processes in order to maximise customer satisfaction.",2500,,,,
307,MOTUS,Customer Service,Manager: Call Centre (Gage) Car Rental,"To ensure efficient and effective customer service by planning, managing and monitoring the implementation of call center operational activities and processes in order to maximise customer satisfaction.",2500,,,,
308,MOTUS,Customer Service,Manager: Call Centre and Leads Management,"To ensure efficient and effective customer service by planning, managing and monitoring the implementation of call center operational activities and processes in order to maximise customer satisfaction.To monitor leads in order to enable prospective sales transactions accurately and timeously as per agreed standard operating procedures.",2500,,,,
309,MOTUS,Operations,Manager: Chauffeur Services (Car Rental),"To plan, manage, retain existing relationships and explore new business opportunities within the hospitality industry in order increase profitability and market share.",2500,,,,
310,MOTUS,Operations,Manager: Claims Procurement (Car Rental),"To plan, manage and monitor the resolution of all claims-­related queries from internal and external sources by providing high quality, professional after sales service, and contribute to the overall reduction of relevant queries.",2500,,,,
311,MOTUS,Administration,Manager: Claims Queries (Car Rental),"To plan, manage and monitor the resolution of all claims ­related queries from internal and external sources by providing high quality, professional after sales service, and contribute to the overall reduction of relevant queries.",2500,,,,
312,MOTUS,Customer Service,Manager: Contact Centre (Car Rental),"To ensure efficient and effective customer service by planning, managing and monitoring the implementation of contact centre operational activities and processes in order to maximise customer satisfaction within a dynamic and ever-changing environment.",2500,,,,
313,MOTUS,Sales,Manager: Counter Sales,"To plan, manage and monitor the implementation of all counter sales activities and processes in order to deliver on approved operational counter sales plans and to continuously enhance service delivery.",2500,,,,
314,MOTUS,Finance,Manager: Credit,"To plan, manage and monitor the implementation of area specific activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
315,MOTUS,Finance,Manager: Credit (Car Rental),"To plan, manage and monitor the implementation of all credit management practices to ensure maximum recovery on sales generated revenue within the organisation as contractually agreed with the customer and minimise all associated risks.",2500,,,,
316,MOTUS,Administration,Manager: Credit Administration (Car Rental),"To plan, manage and monitor the implementation of all credit management practices to ensure maximum recovery on sales generated revenue within the organisation as contractually agreed with the customer and minimise all associated risks.",2500,,,,
317,MOTUS,Customer Service,Manager: Customer Care,"To plan, manage and monitor the implementation of customer care related activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery and customer satisfaction.",2500,,,,
318,MOTUS,Customer Service,Manager: Customer Care (Emerging Brands),"To plan, manage and monitor the implementation of customer care related activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery and customer satisfaction.",2500,,,,
319,MOTUS,Customer Service,Manager: Customer Care (MF),"To plan, manage and monitor the implementation of customer care related activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery and customer satisfaction.",2500,,,,
320,MOTUS,Warehouse,Manager: Depot (Beekman),"To plan, manage and monitor the implementation of all depot related activities and processes in order to achieve goals, targets and operational excellence through compliance and customer service delivery.",2500,,,,
321,MOTUS,Warehouse,Manager: Depot (Car Rental),"To plan, manage and monitor the implementation of all depot related activities and processes in order to achieve goals, targets and operational excellence through compliance and customer service delivery.",2500,,,,
322,MOTUS,Distribution,Manager: Distribution,"To plan, manage and monitor the implementation of distribution activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
323,MOTUS,Marketing and Communications,Manager: Events,"To provide expertise, advice and support to develop the Events management operational implementation plans and / or associated service delivery processes, in order to continuously enhance service delivery and performance targets. Creatively ensure that all events and promotions improve the profile of key brands and maintains a favorable public image and brand awareness for the business, by optimizing the annual event and promotional plan.",2500,,,,
324,MOTUS,Finance,Manager: Finance (Dealership),,2500,,,,
325,MOTUS,Finance,Manager: Financial (Importer),"To plan, manage and monitor the implementation of all financial management practices, activities and processes in order to deliver on approved operational financial plans and to continuously enhance service delivery.",2500,,,,
326,MOTUS,Operations,Manager: Fleet (Car Rental),"To plan, manage and monitor the implementation of all fleet-related activities and processes in area of accountability for the purpose of fleet optimisation, utilisation, profit and operational excellence.",2500,,,,
327,MOTUS,Administration,Manager: Fleet Administration (Car Rental),"To plan, manage and monitor the implementation of all fleet administrative related activities and processes within area of accountability, in order to achieve goals, targets and operational excellence through compliance and customer service delivery.",2500,,,,
328,MOTUS,"Legal, Risk and Compliance",Manager: Fleet Contracts,"To plan, manage and monitor the implementation of all fleet contracts sales activities and processes in order to ensure transactions are legal.",2500,,,,
329,MOTUS,Sales,Manager: Fleet Sales,"To provide expertise, advice and support to enhance fleet vehicle sales by finding new business opportunities, in order to continuously enhance service delivery and maximise profits.",2500,,,,
330,MOTUS,Sales,Manager: Fleet Sales - Corporate Accounts,"To plan, manage and monitor the implementation of all fleet vehicle sales activities and processes in order to promote the selling of vehicles to fleet owners and corporate clients.",2500,,,,
331,MOTUS,Human Capital,Manager: Human Resources,"To plan, manage and monitor the implementation of all human resources activities and processes in order to deliver on approved operational HR plans and to continuously enhance service delivery for the dealership.",2500,,,,
332,MOTUS,Human Capital,Manager: Human Resources - Talent Management,"To plan, manage and monitor the implementation of area specific activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
333,MOTUS,Information Technology,Manager: Information Technology,"To plan, manage and monitor the implementation of information technology activities and processes in order to deliver on approved operational IT plans and to continuously enhance service delivery.",2500,,,,
